Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross margin percentage;gross income;Rating
797-88-0493;A;Yangon;Normal;Female;Health and beauty;64.27;4;12854;269934;26/03/2019;13:54:00;Cash;4761904762;12854;7.7
207-73-1363;B;Mandalay;Normal;Male;Health and beauty;69.51;2;6951;145971;01/03/2019;12:15:00;Ewallet;4761904762;6951;8.1
390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages;27.22;3;4083;85743;07/01/2019;12:37:00;Cash;4761904762;4083;7.3
443-82-0585;A;Yangon;Member;Female;Health and beauty;77.68;4;15536;326256;01/02/2019;19:54:00;Cash;4761904762;15536;8.4
339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories;92.98;2;9298;195258;13/02/2019;15:06:00;Credit card;4761904762;9298;8.0
359-90-3665;B;Mandalay;Member;Female;Fashion accessories;18.08;4;3616;75936;14/01/2019;18:03:00;Credit card;4761904762;3616;9.5
375-72-3056;B;Mandalay;Normal;Male;Sports and travel;63.06;3;9459;198639;19/01/2019;15:58:00;Ewallet;4761904762;9459;7.0
127-47-6963;A;Yangon;Normal;Male;Health and beauty;51.71;4;10342;217182;09/03/2019;13:53:00;Credit card;4761904762;10342;9.8
278-86-2735;A;Yangon;Normal;Female;Food and beverages;52.34;3;7851;164871;27/03/2019;14:03:00;Cash;4761904762;7851;9.2
695-28-6250;A;Yangon;Normal;Female;Sports and travel;43.06;5;10765;226065;04/02/2019;16:38:00;Ewallet;4761904762;10765;7.7
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;59.61;10;29805;625905;14/03/2019;11:07:00;Cash;4761904762;29805;5.3
227-50-3718;A;Yangon;Normal;Male;Health and beauty;14.62;5;3655;76755;04/03/2019;12:23:00;Cash;4761904762;3655;4.4
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;46.53;6;13959;293139;03/03/2019;10:54:00;Credit card;4761904762;13959;4.3
788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle;24.24;7;8484;178164;27/01/2019;17:38:00;Ewallet;4761904762;8484;9.4
560-49-6611;A;Yangon;Member;Female;Sports and travel;45.58;1;2279;47859;07/02/2019;14:13:00;Cash;4761904762;2279;9.8
880-35-0356;A;Yangon;Member;Female;Sports and travel;75.2;3;11.28;236.88;05/02/2019;11:51:00;Ewallet;4761904762;11.28;4.8
585-11-6748;B;Mandalay;Member;Male;Sports and travel;96.8;3;14.52;304.92;15/03/2019;13:05:00;Cash;4761904762;14.52;5.3
470-31-3286;B;Mandalay;Normal;Male;Health and beauty;14.82;3;2223;46683;01/03/2019;11:30:00;Credit card;4761904762;2223;8.7
152-68-2907;A;Yangon;Normal;Male;Food and beverages;52.2;3;7.83;164.43;15/02/2019;13:30:00;Credit card;4761904762;7.83;9.5
123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel;46.66;9;20997;440937;17/02/2019;19:11:00;Ewallet;4761904762;20997;5.3
258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories;36.85;5;92125;1934625;26/01/2019;18:53:00;Cash;4761904762;92125;9.2
334-64-2006;A;Yangon;Member;Female;Home and lifestyle;70.32;2;7032;147672;24/03/2019;14:22:00;Ewallet;4761904762;7032;9.6
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;83.08;1;4154;87234;23/01/2019;17:16:00;Ewallet;4761904762;4154;6.4
881-41-7302;C;Naypyitaw;Normal;Female;Fashion accessories;64.99;1;32495;682395;26/01/2019;10:06:00;Credit card;4761904762;32495;4.5
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;77.56;10;38.78;814.38;14/03/2019;20:35:00;Ewallet;4761904762;38.78;6.9
642-30-6693;B;Mandalay;Normal;Female;Sports and travel;54.51;6;16353;343413;17/03/2019;13:54:00;Ewallet;4761904762;16353;7.8
484-22-8230;C;Naypyitaw;Member;Female;Fashion accessories;51.89;7;181615;3813915;08/01/2019;20:08:00;Cash;4761904762;181615;4.5
830-58-2383;B;Mandalay;Normal;Male;Home and lifestyle;31.75;4;6.35;133.35;08/02/2019;15:26:00;Cash;4761904762;6.35;8.6
559-98-9873;A;Yangon;Member;Female;Fashion accessories;53.65;7;187775;3943275;10/02/2019;12:56:00;Ewallet;4761904762;187775;5.2
544-32-5024;C;Naypyitaw;Member;Female;Food and beverages;49.79;4;9958;209118;28/03/2019;19:16:00;Credit card;4761904762;9958;6.4
318-12-0304;A;Yangon;Normal;Male;Fashion accessories;30.61;1;15305;321405;23/01/2019;12:20:00;Ewallet;4761904762;15305;5.2
349-97-8902;B;Mandalay;Member;Male;Food and beverages;57.89;2;5789;121569;17/01/2019;10:37:00;Ewallet;4761904762;5789;8.9
421-95-9805;A;Yangon;Normal;Female;Electronic accessories;28.96;1;1448;30408;07/02/2019;10:18:00;Credit card;4761904762;1448;6.2
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;98.97;9;445365;9352665;09/03/2019;11:23:00;Cash;4761904762;445365;6.7
789-23-8625;B;Mandalay;Member;Male;Fashion accessories;93.22;3;13983;293643;24/01/2019;11:45:00;Cash;4761904762;13983;7.2
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;80.93;1;40465;849765;19/01/2019;16:08:00;Credit card;4761904762;40465;9.0
443-59-0061;A;Yangon;Member;Male;Food and beverages;67.45;10;33725;708225;03/02/2019;11:25:00;Ewallet;4761904762;33725;4.2
509-29-3912;A;Yangon;Member;Female;Sports and travel;38.72;9;17424;365904;20/03/2019;12:24:00;Ewallet;4761904762;17424;4.2
327-40-9673;B;Mandalay;Member;Male;Sports and travel;72.6;6;21.78;457.38;13/01/2019;19:51:00;Cash;4761904762;21.78;6.9
840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories;87.91;5;219775;4615275;14/03/2019;18:10:00;Ewallet;4761904762;219775;4.4
828-46-6863;A;Yangon;Member;Male;Food and beverages;98.53;6;29559;620739;23/01/2019;11:22:00;Credit card;4761904762;29559;4.0
641-96-3695;C;Naypyitaw;Member;Female;Fashion accessories;43.46;6;13038;273798;07/02/2019;17:55:00;Ewallet;4761904762;13038;8.5
420-97-3340;A;Yangon;Normal;Female;Food and beverages;71.68;3;10752;225792;28/03/2019;15:30:00;Credit card;4761904762;10752;9.2
436-54-4512;A;Yangon;Member;Female;Food and beverages;91.61;1;45805;961905;20/03/2019;19:44:00;Cash;4761904762;45805;9.8
670-79-6321;B;Mandalay;Member;Female;Home and lifestyle;94.59;7;331065;6952365;17/01/2019;15:27:00;Credit card;4761904762;331065;4.9
852-62-7105;B;Mandalay;Normal;Female;Fashion accessories;83.25;10;41625;874125;12/01/2019;11:25:00;Credit card;4761904762;41625;4.4
598-06-7312;B;Mandalay;Member;Male;Fashion accessories;91.35;1;45675;959175;16/02/2019;15:42:00;Cash;4761904762;45675;6.8
135-13-8269;B;Mandalay;Member;Female;Food and beverages;78.88;2;7888;165648;26/01/2019;16:04:00;Cash;4761904762;7888;9.1
816-57-2053;A;Yangon;Normal;Male;Sports and travel;60.87;2;6087;127827;09/03/2019;12:37:00;Ewallet;4761904762;6087;8.7
628-90-8624;B;Mandalay;Member;Male;Health and beauty;82.58;10;41.29;867.09;14/03/2019;14:41:00;Cash;4761904762;41.29;5.0
856-66-2701;A;Yangon;Member;Male;Home and lifestyle;53.3;3;7995;167895;25/01/2019;14:19:00;Ewallet;4761904762;7995;7.5
308-39-1707;A;Yangon;Normal;Female;Fashion accessories;12.09;1;0.6045;126945;26/01/2019;18:19:00;Credit card;4761904762;0.6045;8.2
149-61-1929;A;Yangon;Normal;Male;Sports and travel;64.19;10;32095;673995;19/01/2019;14:08:00;Credit card;4761904762;32095;6.7
655-07-2265;A;Yangon;Normal;Male;Electronic accessories;78.31;3;117465;2466765;05/03/2019;16:38:00;Ewallet;4761904762;117465;5.4
589-02-8023;A;Yangon;Member;Male;Food and beverages;83.77;2;8377;175917;15/01/2019;10:54:00;Credit card;4761904762;8377;7.0
420-04-7590;B;Mandalay;Normal;Male;Home and lifestyle;99.7;3;14955;314055;18/03/2019;11:29:00;Ewallet;4761904762;14955;4.7
182-88-2763;B;Mandalay;Member;Male;Food and beverages;79.91;3;119865;2517165;20/03/2019;19:28:00;Credit card;4761904762;119865;5.0
188-55-0967;B;Mandalay;Member;Male;Health and beauty;66.47;10;33235;697935;15/01/2019;15:01:00;Credit card;4761904762;33235;5.0
610-46-4100;A;Yangon;Normal;Male;Health and beauty;28.95;7;101325;2127825;03/03/2019;20:31:00;Credit card;4761904762;101325;6.0
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;46.2;1;2.31;48.51;19/03/2019;12:16:00;Cash;4761904762;2.31;6.3
364-33-8584;B;Mandalay;Member;Female;Food and beverages;17.63;5;44075;925575;08/03/2019;15:27:00;Cash;4761904762;44075;8.5
665-63-9737;B;Mandalay;Normal;Male;Fashion accessories;52.42;3;7863;165123;27/02/2019;17:36:00;Ewallet;4761904762;7863;7.5
695-09-5146;B;Mandalay;Member;Female;Food and beverages;98.79;3;148185;3111885;23/02/2019;20:00:00;Ewallet;4761904762;148185;6.4
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;88.55;8;35.42;743.82;19/03/2019;15:29:00;Ewallet;4761904762;35.42;4.7
794-32-2436;B;Mandalay;Member;Male;Electronic accessories;55.67;2;5567;116907;27/03/2019;15:08:00;Ewallet;4761904762;5567;6.0
131-15-8856;C;Naypyitaw;Member;Female;Food and beverages;72.52;8;29008;609168;30/03/2019;19:26:00;Credit card;4761904762;29008;4.0
273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories;12.05;5;30125;632625;16/02/2019;15:53:00;Ewallet;4761904762;30125;5.5
706-36-6154;A;Yangon;Member;Male;Home and lifestyle;19.36;9;8712;182952;18/01/2019;18:43:00;Ewallet;4761904762;8712;8.7
778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty;70.21;6;21063;442323;30/03/2019;14:58:00;Cash;4761904762;21063;7.4
574-31-8277;B;Mandalay;Member;Male;Fashion accessories;33.63;1;16815;353115;20/03/2019;19:55:00;Cash;4761904762;16815;5.6
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;15.49;2;1549;32529;16/01/2019;15:10:00;Cash;4761904762;1549;6.3
740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories;24.74;10;12.37;259.77;24/02/2019;16:44:00;Cash;4761904762;12.37;7.1
369-82-2676;B;Mandalay;Normal;Male;Electronic accessories;75.66;5;18915;397215;15/01/2019;18:22:00;Ewallet;4761904762;18915;7.8
563-47-4072;B;Mandalay;Normal;Female;Health and beauty;55.81;6;16743;351603;22/01/2019;11:52:00;Cash;4761904762;16743;9.9
742-04-5161;A;Yangon;Member;Male;Home and lifestyle;72.78;10;36.39;764.19;03/02/2019;17:24:00;Cash;4761904762;36.39;7.3
149-15-7606;B;Mandalay;Member;Male;Sports and travel;37.32;9;16794;352674;06/03/2019;15:31:00;Ewallet;4761904762;16794;5.1
133-77-3154;B;Mandalay;Member;Male;Fashion accessories;60.18;4;12036;252756;16/02/2019;18:04:00;Credit card;4761904762;12036;9.4
169-52-4504;A;Yangon;Normal;Female;Electronic accessories;15.69;3;23535;494235;14/03/2019;14:13:00;Credit card;4761904762;23535;5.8
250-81-7186;C;Naypyitaw;Normal;Female;Electronic accessories;99.69;1;49845;1046745;27/02/2019;10:23:00;Credit card;4761904762;49845;8.0
562-12-5430;A;Yangon;Member;Female;Fashion accessories;88.15;3;132225;2776725;18/01/2019;10:11:00;Ewallet;4761904762;132225;7.9
816-72-8853;A;Yangon;Member;Female;Sports and travel;27.93;5;69825;1466325;29/01/2019;15:48:00;Cash;4761904762;69825;5.9
491-38-3499;A;Yangon;Member;Male;Fashion accessories;55.45;1;27725;582225;26/02/2019;17:46:00;Credit card;4761904762;27725;4.9
322-02-2271;B;Mandalay;Normal;Female;Sports and travel;42.97;3;64455;1353555;03/02/2019;11:46:00;Cash;4761904762;64455;9.3
842-29-4695;C;Naypyitaw;Member;Male;Sports and travel;17.14;7;5999;125979;16/01/2019;12:07:00;Credit card;4761904762;5999;7.9
725-67-2480;B;Mandalay;Member;Female;Fashion accessories;58.75;6;17625;370125;24/03/2019;18:14:00;Credit card;4761904762;17625;5.9
641-51-2661;C;Naypyitaw;Member;Female;Food and beverages;87.1;10;43.55;914.55;12/02/2019;14:45:00;Credit card;4761904762;43.55;9.9
714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel;98.8;2;9.88;207.48;21/02/2019;11:39:00;Cash;4761904762;9.88;7.7
518-17-2983;A;Yangon;Normal;Female;Fashion accessories;48.63;4;9726;204246;04/02/2019;15:44:00;Ewallet;4761904762;9726;7.6
779-42-2410;B;Mandalay;Member;Male;Food and beverages;57.74;3;8661;181881;20/02/2019;13:06:00;Ewallet;4761904762;8661;7.7
190-14-3147;B;Mandalay;Normal;Female;Health and beauty;17.97;4;3594;75474;23/02/2019;20:43:00;Ewallet;4761904762;3594;6.4
408-66-6712;C;Naypyitaw;Member;Female;Health and beauty;47.71;6;14313;300573;16/02/2019;14:19:00;Ewallet;4761904762;14313;4.4
679-22-6530;B;Mandalay;Normal;Female;Sports and travel;40.62;2;4062;85302;17/01/2019;10:01:00;Credit card;4761904762;4062;4.1
588-47-8641;A;Yangon;Member;Male;Fashion accessories;56.04;10;28.02;588.42;14/01/2019;19:30:00;Ewallet;4761904762;28.02;4.4
642-61-4706;B;Mandalay;Member;Male;Food and beverages;93.4;2;9.34;196.14;30/03/2019;16:34:00;Cash;4761904762;9.34;5.5
576-31-4774;B;Mandalay;Normal;Female;Health and beauty;73.41;3;110115;2312415;02/03/2019;13:10:00;Ewallet;4761904762;110115;4.0
556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty;33.64;8;13456;282576;15/02/2019;17:10:00;Credit card;4761904762;13456;9.3
811-03-8790;A;Yangon;Normal;Female;Electronic accessories;45.48;10;22.74;477.54;01/03/2019;10:22:00;Credit card;4761904762;22.74;4.8
242-11-3142;B;Mandalay;Member;Male;Fashion accessories;83.77;2;8377;175917;24/02/2019;19:57:00;Cash;4761904762;8377;4.6
752-23-3760;B;Mandalay;Member;Female;Sports and travel;64.08;7;22428;470988;19/02/2019;19:29:00;Credit card;4761904762;22428;7.3
274-05-5470;A;Yangon;Member;Female;Food and beverages;73.47;4;14694;308574;23/02/2019;18:30:00;Cash;4761904762;14694;6.0
648-94-3045;C;Naypyitaw;Normal;Male;Health and beauty;58.95;10;29475;618975;07/02/2019;14:27:00;Ewallet;4761904762;29475;8.1
130-67-4723;A;Yangon;Member;Male;Food and beverages;48.5;6;14.55;305.55;11/01/2019;13:57:00;Ewallet;4761904762;14.55;9.4
528-87-5606;B;Mandalay;Member;Female;Electronic accessories;39.48;1;1974;41454;12/02/2019;19:43:00;Cash;4761904762;1974;6.5
320-85-2052;B;Mandalay;Normal;Female;Sports and travel;34.81;1;17405;365505;14/01/2019;10:11:00;Credit card;4761904762;17405;7.0
370-96-0655;C;Naypyitaw;Normal;Female;Fashion accessories;49.32;6;14796;310716;09/01/2019;13:46:00;Ewallet;4761904762;14796;7.1
105-10-6182;A;Yangon;Member;Male;Fashion accessories;21.48;2;2148;45108;27/02/2019;12:22:00;Ewallet;4761904762;2148;6.6
510-79-0415;B;Mandalay;Member;Female;Sports and travel;23.08;6;6924;145404;24/01/2019;19:20:00;Ewallet;4761904762;6924;4.9
241-96-5076;B;Mandalay;Member;Female;Home and lifestyle;49.1;2;4.91;103.11;08/01/2019;12:58:00;Credit card;4761904762;4.91;6.4
767-97-4650;B;Mandalay;Member;Female;Sports and travel;64.83;2;6483;136143;08/01/2019;11:59:00;Credit card;4761904762;6483;8.0
648-83-1321;A;Yangon;Member;Male;Home and lifestyle;63.56;10;31.78;667.38;16/01/2019;17:59:00;Cash;4761904762;31.78;4.3
173-57-2300;C;Naypyitaw;Member;Male;Sports and travel;72.88;2;7288;153048;13/03/2019;12:51:00;Cash;4761904762;7288;6.1
305-03-2383;A;Yangon;Normal;Female;Food and beverages;67.1;3;10065;211365;15/02/2019;10:36:00;Cash;4761904762;10065;7.5
394-55-6384;C;Naypyitaw;Member;Female;Sports and travel;70.19;9;315855;6632955;25/01/2019;13:38:00;Cash;4761904762;315855;6.7
266-20-6657;C;Naypyitaw;Member;Male;Food and beverages;55.04;7;19264;404544;12/03/2019;19:39:00;Ewallet;4761904762;19264;5.2
689-05-1884;A;Yangon;Member;Male;Health and beauty;48.63;10;24315;510615;04/03/2019;12:44:00;Cash;4761904762;24315;8.8
196-01-2849;C;Naypyitaw;Member;Female;Fashion accessories;73.38;7;25683;539343;10/02/2019;13:56:00;Cash;4761904762;25683;9.5
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages;52.6;9;23.67;497.07;16/01/2019;14:42:00;Cash;4761904762;23.67;7.6
800-09-8606;A;Yangon;Member;Female;Home and lifestyle;87.37;5;218425;4586925;29/01/2019;19:45:00;Cash;4761904762;218425;6.6
182-52-7000;A;Yangon;Member;Female;Sports and travel;27.04;4;5408;113568;01/01/2019;20:26:00;Ewallet;4761904762;5408;6.9
826-58-8051;B;Mandalay;Normal;Male;Home and lifestyle;62.19;4;12438;261198;06/01/2019;19:46:00;Ewallet;4761904762;12438;4.3
868-06-0466;A;Yangon;Member;Male;Electronic accessories;69.58;9;31311;657531;19/02/2019;19:38:00;Credit card;4761904762;31311;7.8
751-41-9720;C;Naypyitaw;Normal;Male;Home and lifestyle;97.5;10;48.75;1023.75;12/01/2019;16:18:00;Ewallet;4761904762;48.75;8.0
626-43-7888;C;Naypyitaw;Normal;Female;Fashion accessories;60.41;8;24164;507444;07/02/2019;12:23:00;Ewallet;4761904762;24164;9.6
176-64-7711;B;Mandalay;Normal;Male;Food and beverages;32.32;3;4848;101808;27/03/2019;19:11:00;Credit card;4761904762;4848;4.3
191-29-0321;B;Mandalay;Member;Female;Fashion accessories;19.77;10;9885;207585;27/02/2019;18:57:00;Credit card;4761904762;9885;5.0
729-06-2010;B;Mandalay;Member;Male;Health and beauty;80.47;9;362115;7604415;06/01/2019;11:18:00;Cash;4761904762;362115;9.2
640-48-5028;B;Mandalay;Member;Female;Home and lifestyle;88.39;9;397755;8352855;02/03/2019;12:40:00;Cash;4761904762;397755;6.3
186-79-9562;B;Mandalay;Normal;Male;Health and beauty;71.77;7;251195;5275095;29/03/2019;14:06:00;Cash;4761904762;251195;8.9
834-45-5519;B;Mandalay;Normal;Female;Electronic accessories;43.0;4;8.6;180.6;31/01/2019;20:48:00;Ewallet;4761904762;8.6;7.6
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages;68.98;1;3449;72429;21/01/2019;20:13:00;Cash;4761904762;3449;4.8
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories;15.62;8;6248;131208;20/01/2019;20:37:00;Ewallet;4761904762;6248;9.1
445-30-9252;A;Yangon;Normal;Male;Sports and travel;25.7;3;3855;80955;17/01/2019;17:59:00;Ewallet;4761904762;3855;6.1
786-94-2700;A;Yangon;Member;Male;Food and beverages;80.62;6;24186;507906;28/02/2019;20:18:00;Cash;4761904762;24186;9.1
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle;75.53;4;15106;317226;19/03/2019;15:52:00;Ewallet;4761904762;15106;8.3
183-21-3799;C;Naypyitaw;Normal;Female;Electronic accessories;77.63;9;349335;7336035;19/02/2019;15:14:00;Ewallet;4761904762;349335;7.2
268-20-3585;C;Naypyitaw;Normal;Female;Health and beauty;13.85;9;62325;1308825;04/02/2019;12:50:00;Ewallet;4761904762;62325;6.0
735-32-9839;C;Naypyitaw;Member;Male;Fashion accessories;98.7;8;39.48;829.08;31/01/2019;10:36:00;Ewallet;4761904762;39.48;8.5
258-92-7466;A;Yangon;Normal;Female;Health and beauty;35.68;5;8.92;187.32;06/02/2019;18:33:00;Credit card;4761904762;8.92;6.6
857-16-3520;A;Yangon;Member;Female;Fashion accessories;71.46;7;25011;525231;28/03/2019;16:06:00;Ewallet;4761904762;25011;4.5
482-17-1179;A;Yangon;Member;Male;Electronic accessories;11.94;3;1791;37611;19/01/2019;12:47:00;Credit card;4761904762;1791;8.1
788-21-5741;A;Yangon;Normal;Male;Fashion accessories;45.38;3;6807;142947;17/02/2019;13:34:00;Credit card;4761904762;6807;7.2
821-14-9046;B;Mandalay;Member;Female;Fashion accessories;17.48;6;5244;110124;18/01/2019;15:04:00;Credit card;4761904762;5244;6.1
418-05-0656;B;Mandalay;Normal;Female;Fashion accessories;25.56;7;8946;187866;02/02/2019;20:42:00;Cash;4761904762;8946;7.1
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel;90.63;9;407835;8564535;18/01/2019;15:28:00;Cash;4761904762;407835;5.1
776-68-1096;B;Mandalay;Normal;Male;Home and lifestyle;44.12;3;6618;138978;18/03/2019;13:45:00;Credit card;4761904762;6618;7.9
592-46-1692;C;Naypyitaw;Member;Female;Food and beverages;36.77;7;128695;2702595;11/01/2019;20:10:00;Cash;4761904762;128695;7.4
434-35-9162;B;Mandalay;Member;Male;Food and beverages;23.34;4;4668;98028;04/02/2019;18:53:00;Ewallet;4761904762;4668;7.4
149-14-0304;C;Naypyitaw;Member;Female;Health and beauty;28.5;8;11.4;239.4;06/02/2019;14:24:00;Cash;4761904762;11.4;6.6
442-44-6497;C;Naypyitaw;Member;Male;Home and lifestyle;55.57;3;83355;1750455;08/01/2019;11:42:00;Credit card;4761904762;83355;5.9
174-64-0215;B;Mandalay;Normal;Male;Sports and travel;69.74;10;34.87;732.27;05/03/2019;17:49:00;Credit card;4761904762;34.87;8.9
210-74-9613;C;Naypyitaw;Normal;Male;Fashion accessories;97.26;4;19452;408492;16/03/2019;15:33:00;Ewallet;4761904762;19452;6.8
299-29-0180;B;Mandalay;Member;Female;Home and lifestyle;52.18;7;18263;383523;09/03/2019;10:54:00;Cash;4761904762;18263;9.3
247-11-2470;A;Yangon;Member;Female;Fashion accessories;22.32;4;4464;93744;01/03/2019;16:23:00;Credit card;4761904762;4464;4.4
635-28-5728;A;Yangon;Normal;Male;Health and beauty;56.0;3;8.4;176.4;28/02/2019;19:33:00;Ewallet;4761904762;8.4;4.8
756-49-0168;A;Yangon;Member;Male;Fashion accessories;19.7;1;0.985;20685;08/02/2019;;;4761904762;0.985;9.5
438-23-1242;B;Mandalay;Normal;Male;Electronic accessories;75.88;7;;557718;24/01/2019;;;4761904762;26558;8.9
238-45-6950;B;Mandalay;Member;Male;Food and beverages;53.72;1;;56406;01/03/2019;;;4761904762;2686;6.4
607-65-2441;C;Naypyitaw;Member;Male;Health and beauty;81.95;10;;860475;10/03/2019;;;4761904762;40975;6.0
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle;81.2;7;;596.82;23/03/2019;;;4761904762;28.42;8.1
137-63-5492;C;Naypyitaw;Normal;Male;Electronic accessories;58.76;10;;616.98;29/01/2019;;;4761904762;29.38;9.0
197-77-7132;B;Mandalay;Member;Male;Electronic accessories;91.56;8;;769104;12/01/2019;;;4761904762;36624;6.0
805-86-0265;A;Yangon;Normal;Male;Home and lifestyle;93.96;9;;887922;20/03/2019;;;4761904762;42282;9.8
733-29-1227;C;Naypyitaw;Normal;Male;Home and lifestyle;55.61;7;;4087335;23/03/2019;;;4761904762;194635;8.5
451-73-2711;C;Naypyitaw;Normal;Male;Food and beverages;84.83;1;;890715;14/01/2019;;;4761904762;42415;8.8
373-14-0504;A;Yangon;Member;Female;Sports and travel;71.63;2;7163;150423;12/02/2019;14:33:00;Ewallet;4761904762;7163;8.8
546-80-2899;A;Yangon;Member;Male;Home and lifestyle;37.69;2;3769;79149;20/02/2019;15:29:00;Ewallet;4761904762;3769;9.5
345-68-9016;C;Naypyitaw;Member;Female;Sports and travel;31.67;8;12668;266028;02/01/2019;16:19:00;Credit card;4761904762;12668;5.6
390-17-5806;C;Naypyitaw;Member;Female;Food and beverages;38.42;1;1921;40341;02/02/2019;16:33:00;Cash;4761904762;1921;8.6
457-13-1708;B;Mandalay;Member;Male;Fashion accessories;65.23;10;32615;684915;08/01/2019;19:07:00;Credit card;4761904762;32615;5.2
664-14-2882;C;Naypyitaw;Member;Female;Home and lifestyle;10.53;5;26325;552825;30/01/2019;14:43:00;Credit card;4761904762;26325;5.8
487-79-6868;B;Mandalay;Member;Female;Home and lifestyle;12.29;9;55305;1161405;26/03/2019;19:28:00;Credit card;4761904762;55305;8.0
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty;81.23;7;284305;5970405;15/01/2019;20:44:00;Cash;4761904762;284305;9.0
210-30-7976;B;Mandalay;Member;Female;Fashion accessories;22.32;4;4464;93744;14/03/2019;11:16:00;Ewallet;4761904762;4464;4.1
585-86-8361;A;Yangon;Normal;Female;Food and beverages;27.28;5;6.82;143.22;03/02/2019;10:31:00;Credit card;4761904762;6.82;8.6
807-14-7833;A;Yangon;Member;Female;Electronic accessories;17.42;10;8.71;182.91;22/02/2019;12:30:00;Ewallet;4761904762;8.71;7.0
775-72-1988;B;Mandalay;Normal;Male;Home and lifestyle;73.28;5;18.32;384.72;24/01/2019;15:05:00;Ewallet;4761904762;18.32;8.4
288-38-3758;C;Naypyitaw;Member;Female;Fashion accessories;84.87;3;127305;2673405;25/01/2019;18:30:00;Ewallet;4761904762;127305;7.4
652-43-6591;A;Yangon;Normal;Female;Fashion accessories;97.29;8;38916;817236;09/03/2019;13:18:00;Credit card;4761904762;38916;6.2
785-96-0615;B;Mandalay;Member;Female;Electronic accessories;35.74;8;14296;300216;17/02/2019;15:28:00;Ewallet;4761904762;14296;4.9
406-46-7107;A;Yangon;Normal;Female;Home and lifestyle;96.52;6;28956;608076;11/01/2019;11:52:00;Cash;4761904762;28956;4.5
250-17-5703;A;Yangon;Member;Male;Food and beverages;18.85;10;9425;197925;27/02/2019;18:24:00;Ewallet;4761904762;9425;5.6
156-95-3964;A;Yangon;Normal;Female;Food and beverages;55.39;4;11078;232638;25/03/2019;15:19:00;Ewallet;4761904762;11078;8.0
842-40-8179;B;Mandalay;Member;Female;Food and beverages;77.2;10;38.6;810.6;11/02/2019;10:38:00;Credit card;4761904762;38.6;5.6
525-09-8450;B;Mandalay;Normal;Male;Electronic accessories;72.13;10;36065;757365;31/01/2019;15:12:00;Credit card;4761904762;36065;4.2
410-67-1709;A;Yangon;Member;Female;Fashion accessories;63.88;8;25552;536592;20/01/2019;17:48:00;Ewallet;4761904762;25552;9.9
587-73-4862;A;Yangon;Member;Female;Health and beauty;10.69;5;26725;561225;26/03/2019;11:07:00;Ewallet;4761904762;26725;7.6
787-87-2010;A;Yangon;Member;Male;Health and beauty;55.5;4;11.1;233.1;20/01/2019;15:48:00;Credit card;4761904762;11.1;6.6
593-14-4239;B;Mandalay;Normal;Female;Home and lifestyle;95.46;8;38184;801864;05/03/2019;19:40:00;Ewallet;4761904762;38184;4.7
801-88-0346;C;Naypyitaw;Normal;Female;Fashion accessories;76.06;3;11409;239589;05/01/2019;20:30:00;Credit card;4761904762;11409;9.8
388-76-2555;B;Mandalay;Normal;Male;Sports and travel;13.69;6;4107;86247;13/02/2019;13:59:00;Cash;4761904762;4107;6.3
711-31-1234;B;Mandalay;Normal;Female;Electronic accessories;95.64;4;19128;401688;16/03/2019;18:51:00;Cash;4761904762;19128;7.9
886-54-6089;A;Yangon;Normal;Female;Home and lifestyle;11.43;6;3429;72009;15/01/2019;17:24:00;Cash;4761904762;3429;7.7
707-32-7409;B;Mandalay;Member;Female;Sports and travel;95.54;4;19108;401268;26/02/2019;11:58:00;Ewallet;4761904762;19108;4.5
759-98-4285;C;Naypyitaw;Member;Female;Health and beauty;85.87;7;300545;6311445;27/02/2019;19:01:00;Credit card;4761904762;300545;8.0
